long,lat,order,piece,linkid,group,citycode
-0.1174968,51.5118791,1,1,1298,1298.1,london
-0.1179153,51.5117406,2,1,1298,1298.1,london
-0.1182693,51.5116271,3,1,1298,1298.1,london
-0.1186126,51.5115119,4,1,1298,1298.1,london
-0.1175773,51.5119943,1,1,1299,1299.1,london
-0.1180065,51.5118374,2,1,1299,1299.1,london
-0.1183498,51.5117105,3,1,1299,1299.1,london
-0.1187119,51.5115887,4,1,1299,1299.1,london
-0.1175371,51.5119242,1,1,1300,1300.1,london
-0.1180092,51.5117773,2,1,1300,1300.1,london
-0.1184008,51.5116454,3,1,1300,1300.1,london
-0.1186126,51.511562,4,1,1300,1300.1,london
-0.1054966,51.5184398,1,1,1301,1301.1,london
-0.1057568,51.518358,2,1,1301,1301.1,london
-0.1060747,51.5182537,3,1,1301,1301.1,london
-0.1066031,51.5180876,4,1,1301,1301.1,london
-0.1069437,51.517995,5,1,1301,1301.1,london
-0.1070644,51.5179541,6,1,1301,1301.1,london
-0.1072066,51.5179057,7,1,1301,1301.1,london
-0.1049173,51.5159837,1,1,1302,1302.1,london
-0.1050299,51.5165679,2,1,1302,1302.1,london
-0.105148,51.5171988,3,1,1302,1302.1,london
-0.1052177,51.5179399,4,1,1302,1302.1,london
-0.105325,51.5183204,5,1,1302,1302.1,london
-0.1205117,51.5177229,1,1,1303,1303.1,london
-0.1206431,51.5180384,2,1,1303,1303.1,london
-0.1207745,51.518247,3,1,1303,1303.1,london
-0.1208711,51.5184606,4,1,1303,1303.1,london
-0.12104,51.5188729,5,1,1303,1303.1,london
-0.1209193,51.5189847,1,1,1304,1304.1,london
-0.1208577,51.5188712,2,1,1304,1304.1,london
-0.1207101,51.5185758,3,1,1304,1304.1,london
-0.1205921,51.518277,4,1,1304,1304.1,london
-0.1205894,51.5181819,5,1,1304,1304.1,london
-0.1204714,51.5179065,6,1,1304,1304.1,london
-0.1204258,51.5177947,7,1,1304,1304.1,london
-0.1189962,51.517692,1,1,1305,1305.1,london
-0.1191075,51.517687,2,1,1305,1305.1,london
-0.1194495,51.5176728,3,1,1305,1305.1,london
-0.1197834,51.5176728,4,1,1305,1305.1,london
-0.1200382,51.5176503,5,1,1305,1305.1,london
-0.1191598,51.5178039,1,1,1306,1306.1,london
-0.119243,51.5177421,2,1,1306,1306.1,london
-0.1193811,51.5177321,3,1,1306,1306.1,london
-0.1196828,51.5177171,4,1,1306,1306.1,london
-0.1199524,51.5177071,5,1,1306,1306.1,london
-0.1200168,51.5177037,6,1,1306,1306.1,london
-0.1189694,51.5178155,1,1,1307,1307.1,london
-0.1188956,51.5177805,2,1,1307,1307.1,london
-0.1187481,51.517768,3,1,1307,1307.1,london
-0.1183578,51.5178047,4,1,1307,1307.1,london
-0.1178925,51.5178473,5,1,1307,1307.1,london
-0.1176658,51.5178773,6,1,1307,1307.1,london
-0.1176028,51.5178347,1,1,1308,1308.1,london
-0.1176243,51.5178356,2,1,1308,1308.1,london
-0.1180118,51.517793,3,1,1308,1308.1,london
-0.1184893,51.5177296,4,1,1308,1308.1,london
-0.1189359,51.5176804,5,1,1308,1308.1,london
-0.1176069,51.5178815,1,1,1309,1309.1,london
-0.1170838,51.5179482,2,1,1309,1309.1,london
-0.1164522,51.5180183,3,1,1309,1309.1,london
-0.1159868,51.5180809,4,1,1309,1309.1,london
-0.1159036,51.5180417,1,1,1310,1310.1,london
-0.1165232,51.5179633,2,1,1310,1310.1,london
-0.1171321,51.5178932,3,1,1310,1310.1,london
-0.1175317,51.5178431,4,1,1310,1310.1,london
-0.1159868,51.5180901,1,1,1311,1311.1,london
-0.1153967,51.5181519,2,1,1311,1311.1,london
-0.1146027,51.5182437,3,1,1311,1311.1,london
-0.1140609,51.5182871,4,1,1311,1311.1,london
-0.1140073,51.5182186,1,1,1312,1312.1,london
-0.1140341,51.518217,2,1,1312,1312.1,london
-0.114592,51.5181569,3,1,1312,1312.1,london
-0.115284,51.5180968,4,1,1312,1312.1,london
-0.1157641,51.5180534,5,1,1312,1312.1,london
-0.1138034,51.5183046,1,1,1313,1313.1,london
-0.1133689,51.5183221,2,1,1313,1313.1,london
-0.1128446,51.5183154,3,1,1313,1313.1,london
-0.1123752,51.5182962,4,1,1313,1313.1,london
-0.1119742,51.518267,5,1,1313,1313.1,london
-0.1117864,51.5182537,6,1,1313,1313.1,london
-0.111706,51.518247,7,1,1313,1313.1,london
-0.1115504,51.5181502,1,1,1314,1314.1,london
-0.1116094,51.5181602,2,1,1314,1314.1,london
-0.112001,51.5182086,3,1,1314,1314.1,london
-0.1125669,51.5182603,4,1,1314,1314.1,london
-0.1130846,51.5182537,5,1,1314,1314.1,london
-0.1133984,51.5182537,6,1,1314,1314.1,london
-0.1135862,51.5182403,7,1,1314,1314.1,london
-0.1111829,51.5182053,1,1,1315,1315.1,london
-0.1102871,51.5181001,2,1,1315,1315.1,london
-0.1091498,51.5179466,3,1,1315,1315.1,london
-0.1080662,51.5178264,4,1,1315,1315.1,london
-0.1113814,51.5183471,1,1,1316,1316.1,london
-0.1119608,51.5192785,2,1,1316,1316.1,london
-0.1123738,51.5200028,3,1,1316,1316.1,london
-0.112862,51.5207371,4,1,1316,1316.1,london
-0.1132858,51.5214181,5,1,1316,1316.1,london
-0.1132643,51.5214448,1,1,1317,1317.1,london
-0.1125509,51.5203333,2,1,1317,1317.1,london
-0.1121485,51.5196824,3,1,1317,1317.1,london
-0.1117355,51.5190281,4,1,1317,1317.1,london
-0.1113009,51.5183672,5,1,1317,1317.1,london
-0.1133877,51.521585,1,1,1318,1318.1,london
-0.1137578,51.5220923,2,1,1318,1318.1,london
-0.114187,51.5225796,3,1,1318,1318.1,london
-0.1147146,51.5231883,4,1,1318,1318.1,london
-0.1153028,51.5237545,5,1,1318,1318.1,london
-0.1157105,51.5241283,6,1,1318,1318.1,london
-0.1158339,51.5242418,7,1,1318,1318.1,london
-0.1157749,51.5242819,1,1,1319,1319.1,london
-0.1152384,51.5238079,2,1,1319,1319.1,london
-0.1147985,51.5233874,3,1,1319,1319.1,london
-0.1144177,51.5229568,4,1,1319,1319.1,london
-0.1139832,51.5224495,5,1,1319,1319.1,london
-0.1137525,51.5221724,6,1,1319,1319.1,london
-0.1133716,51.5216183,7,1,1319,1319.1,london
-0.1182988,51.527077,1,1,1320,1320.1,london
-0.1179408,51.5265506,2,1,1320,1320.1,london
-0.1174808,51.5259974,3,1,1320,1320.1,london
-0.1169121,51.5253299,4,1,1320,1320.1,london
-0.1165527,51.5249694,5,1,1320,1320.1,london
-0.1160377,51.5245222,6,1,1320,1320.1,london
-0.116086,51.5244754,1,1,1321,1321.1,london
-0.116365,51.5247458,2,1,1321,1321.1,london
-0.1168799,51.5252064,3,1,1321,1321.1,london
-0.1171482,51.5255068,4,1,1321,1321.1,london
-0.1176792,51.5261309,5,1,1321,1321.1,london
-0.1183873,51.527057,6,1,1321,1321.1,london
-0.1185536,51.5271688,1,1,1322,1322.1,london
-0.1188487,51.5271021,2,1,1322,1322.1,london
-0.1196802,51.5269953,3,1,1322,1322.1,london
-0.1204526,51.5268585,4,1,1322,1322.1,london
-0.1208657,51.526765,5,1,1322,1322.1,london
-0.1213485,51.5266515,6,1,1322,1322.1,london
-0.1222926,51.5264613,7,1,1322,1322.1,london
-0.1227486,51.5263612,8,1,1322,1322.1,london
-0.1232904,51.5262277,9,1,1322,1322.1,london
-0.1235372,51.5261676,10,1,1322,1322.1,london
-0.1236445,51.5261843,1,1,1323,1323.1,london
-0.1231134,51.5263011,2,1,1323,1323.1,london
-0.1226199,51.5264212,3,1,1323,1323.1,london
-0.1220727,51.5265414,4,1,1323,1323.1,london
-0.1211447,51.5267116,5,1,1323,1323.1,london
-0.120796,51.5268151,6,1,1323,1323.1,london
-0.1202863,51.5269219,7,1,1323,1323.1,london
-0.1195192,51.5270353,8,1,1323,1323.1,london
-0.1186287,51.5271855,9,1,1323,1323.1,london
-0.1190847,51.5281434,1,1,1324,1324.1,london
-0.1191169,51.5281851,2,1,1324,1324.1,london
-0.1192698,51.5283553,3,1,1324,1324.1,london
-0.1194307,51.5285422,4,1,1324,1324.1,london
-0.1187414,51.5282719,1,1,1325,1325.1,london
-0.1189426,51.5282385,2,1,1325,1325.1,london
-0.1190284,51.5282368,3,1,1325,1325.1,london
-0.1191545,51.5283102,4,1,1325,1325.1,london
-0.1193744,51.5285605,5,1,1325,1325.1,london
-0.1187253,51.5282401,1,1,1326,1326.1,london
-0.1188943,51.5282034,2,1,1326,1326.1,london
-0.1189506,51.5281467,3,1,1326,1326.1,london
-0.1189587,51.5281016,4,1,1326,1326.1,london
-0.118854,51.5279965,5,1,1326,1326.1,london
-0.1187092,51.527808,6,1,1326,1326.1,london
-0.1186153,51.5276728,7,1,1326,1326.1,london
-0.1185349,51.5275009,8,1,1326,1326.1,london
-0.118441,51.5273157,9,1,1326,1326.1,london
-0.1184973,51.5272556,1,1,1327,1327.1,london
-0.1186019,51.5274492,2,1,1327,1327.1,london
-0.1186851,51.5276311,3,1,1327,1327.1,london
-0.1188084,51.5278497,4,1,1327,1327.1,london
-0.1189479,51.5279865,5,1,1327,1327.1,london
-0.1190847,51.5281434,6,1,1327,1327.1,london
-0.1196614,51.5287725,1,1,1328,1328.1,london
-0.1196694,51.5287841,2,1,1328,1328.1,london
-0.1199859,51.5291746,3,1,1328,1328.1,london
-0.120407,51.5296668,4,1,1328,1328.1,london
-0.1206082,51.5299372,5,1,1328,1328.1,london
-0.120745,51.5301124,6,1,1328,1328.1,london
-0.1208818,51.5302275,7,1,1328,1328.1,london
-0.1209918,51.5302993,8,1,1328,1328.1,london
-0.1195407,51.5287407,1,1,1329,1329.1,london
-0.1198733,51.5291412,2,1,1329,1329.1,london
-0.1201469,51.5295083,3,1,1329,1329.1,london
-0.1204473,51.5298654,4,1,1329,1329.1,london
-0.1206619,51.5301524,5,1,1329,1329.1,london
-0.1208228,51.5302892,6,1,1329,1329.1,london
-0.1209462,51.5303627,7,1,1329,1329.1,london
-0.1209784,51.5303209,1,1,1330,1330.1,london
-0.1211621,51.5304085,2,1,1330,1330.1,london
-0.1214907,51.5304903,3,1,1330,1330.1,london
-0.1218514,51.5305579,4,1,1330,1330.1,london
-0.122066,51.5306004,5,1,1330,1330.1,london
-0.1221853,51.5306029,6,1,1330,1330.1,london
-0.1209569,51.5304961,1,1,1331,1331.1,london
-0.121083,51.5304569,2,1,1331,1331.1,london
-0.1213002,51.5305028,3,1,1331,1331.1,london
-0.1215416,51.5305537,4,1,1331,1331.1,london
-0.1218259,51.5306104,5,1,1331,1331.1,london
-0.1220311,51.5306563,6,1,1331,1331.1,london
-0.1222658,51.5306246,1,1,1332,1332.1,london
-0.1222752,51.5306246,2,1,1332,1332.1,london
-0.1224415,51.5306063,3,1,1332,1332.1,london
-0.1226279,51.5305737,4,1,1332,1332.1,london
-0.1228277,51.5304936,5,1,1332,1332.1,london
-0.1233079,51.5303001,6,1,1332,1332.1,london
-0.1235667,51.53019,7,1,1332,1332.1,london
-0.1236619,51.5301532,8,1,1332,1332.1,london
-0.1237236,51.5301316,9,1,1332,1332.1,london
-0.1222672,51.5305904,1,1,1333,1333.1,london
-0.1224093,51.5305771,2,1,1333,1333.1,london
-0.1226078,51.530537,3,1,1333,1333.1,london
-0.1227808,51.530482,4,1,1333,1333.1,london
-0.1230758,51.5303602,5,1,1333,1333.1,london
-0.1233548,51.5302442,6,1,1333,1333.1,london
-0.1235265,51.5301691,7,1,1333,1333.1,london
-0.1236337,51.5301232,8,1,1333,1333.1,london
-0.1239261,51.5301608,1,1,1334,1334.1,london
-0.1235345,51.5303076,2,1,1334,1334.1,london
-0.1230383,51.5305012,3,1,1334,1334.1,london
-0.1226386,51.530658,4,1,1334,1334.1,london
-0.1238671,51.5301391,1,1,1335,1335.1,london
-0.1235667,51.5302692,2,1,1335,1335.1,london
-0.1233146,51.530356,3,1,1335,1335.1,london
-0.1229471,51.5305012,4,1,1335,1335.1,london
-0.1226011,51.5306313,5,1,1335,1335.1,london
-0.1242238,51.5301291,1,1,1336,1336.1,london
-0.1245081,51.5304127,2,1,1336,1336.1,london
-0.1249051,51.53094,3,1,1336,1336.1,london
-0.1251733,51.5312437,4,1,1336,1336.1,london
-0.1254255,51.5315841,5,1,1336,1336.1,london
-0.1255488,51.5317609,6,1,1336,1336.1,london
-0.1255381,51.5318911,7,1,1336,1336.1,london
-0.1255274,51.5319912,8,1,1336,1336.1,london
-0.1254308,51.5319745,1,1,1337,1337.1,london
-0.1254416,51.5317776,2,1,1337,1337.1,london
-0.1254094,51.5316541,3,1,1337,1337.1,london
-0.1252484,51.5314472,4,1,1337,1337.1,london
-0.1250017,51.5311135,5,1,1337,1337.1,london
-0.1246691,51.5307064,6,1,1337,1337.1,london
-0.124498,51.530478,7,1,1337,1337.1,london
-0.1243365,51.5303526,8,1,1337,1337.1,london
-0.1241595,51.5302358,9,1,1337,1337.1,london
-0.1245403,51.5305712,1,1,1338,1338.1,london
-0.1243955,51.5304561,2,1,1338,1338.1,london
-0.1242533,51.5303393,3,1,1338,1338.1,london
-0.1241273,51.5302609,4,1,1338,1338.1,london
-0.1260155,51.5292447,1,1,1339,1339.1,london
-0.1254147,51.5294833,2,1,1339,1339.1,london
-0.1248515,51.5297069,3,1,1339,1339.1,london
-0.1245913,51.5298154,4,1,1339,1339.1,london
-0.1245081,51.5298537,5,1,1339,1339.1,london
-0.1241943,51.5298421,1,1,1340,1340.1,london
-0.124433,51.5297486,2,1,1340,1340.1,london
-0.1249319,51.5295384,3,1,1340,1340.1,london
-0.1253906,51.5293615,4,1,1340,1340.1,london
-0.1259002,51.5291646,5,1,1340,1340.1,london
-0.1262087,51.529062,1,1,1341,1341.1,london
-0.1265788,51.5289235,2,1,1341,1341.1,london
-0.1269288,51.52878,3,1,1341,1341.1,london
-0.1272561,51.5286573,4,1,1341,1341.1,london
-0.1273392,51.5287424,1,1,1342,1342.1,london
-0.1269959,51.5288817,2,1,1342,1342.1,london
-0.126674,51.5289969,3,1,1342,1342.1,london
-0.1265574,51.5290461,4,1,1342,1342.1,london
-0.1273111,51.528714,1,1,1343,1343.1,london
-0.1269583,51.5288517,2,1,1343,1343.1,london
-0.1265332,51.5290169,3,1,1343,1343.1,london
-0.1279441,51.5283536,1,1,1344,1344.1,london
-0.1283826,51.5281834,2,1,1344,1344.1,london
-0.1288319,51.5279974,3,1,1344,1344.1,london
-0.129143,51.5278655,4,1,1344,1344.1,london
-0.1294246,51.5277579,5,1,1344,1344.1,london
-0.127987,51.528377,1,1,1345,1345.1,london
-0.128231,51.5282827,2,1,1345,1345.1,london
-0.1286039,51.5281308,3,1,1345,1345.1,london
-0.1290022,51.5279698,4,1,1345,1345.1,london
-0.1292785,51.5278597,5,1,1345,1345.1,london
-0.1294582,51.5277863,6,1,1345,1345.1,london
-0.1296017,51.5278163,1,1,1346,1346.1,london
-0.1291913,51.5279765,2,1,1346,1346.1,london
-0.1288104,51.52813,3,1,1346,1346.1,london
-0.12851,51.5282502,4,1,1346,1346.1,london
-0.1280326,51.5284437,5,1,1346,1346.1,london
-0.1307738,51.5274008,1,1,1347,1347.1,london
-0.1303661,51.5275293,2,1,1347,1347.1,london
-0.130012,51.5276628,3,1,1347,1347.1,london
-0.1298511,51.5277162,4,1,1347,1347.1,london
-0.1296955,51.5276878,1,1,1348,1348.1,london
-0.130071,51.5275543,2,1,1348,1348.1,london
-0.1303768,51.5274425,3,1,1348,1348.1,london
-0.1305914,51.5273541,4,1,1348,1348.1,london
-0.1308489,51.5272439,1,1,1349,1349.1,london
-0.1311681,51.5271305,2,1,1349,1349.1,london
-0.1316535,51.5269669,3,1,1349,1349.1,london
-0.1319513,51.5268568,4,1,1349,1349.1,london
-0.1320291,51.5268251,1,1,1350,1350.1,london
-0.1325038,51.5266582,2,1,1350,1350.1,london
-0.133118,51.5264413,3,1,1350,1350.1,london
-0.1333675,51.5263595,4,1,1350,1350.1,london
-0.1320612,51.5268685,1,1,1351,1351.1,london
-0.1325843,51.5266816,2,1,1351,1351.1,london
-0.1331824,51.5264696,3,1,1351,1351.1,london
-0.1333863,51.5263929,4,1,1351,1351.1,london
-0.1308838,51.5272773,1,1,1352,1352.1,london
-0.1312619,51.5271455,2,1,1352,1352.1,london
-0.1317689,51.5269619,3,1,1352,1352.1,london
-0.1319727,51.5268918,4,1,1352,1352.1,london
-0.1334828,51.5264379,1,1,1353,1353.1,london
-0.132941,51.5266315,2,1,1353,1353.1,london
-0.132249,51.5268751,3,1,1353,1353.1,london
-0.1323053,51.5268785,1,1,1354,1354.1,london
-0.1319218,51.5270061,2,1,1354,1354.1,london
-0.1314081,51.527178,3,1,1354,1354.1,london
-0.1310326,51.527314,4,1,1354,1354.1,london
-0.1322758,51.5268326,1,1,1355,1355.1,london
-0.1317045,51.5270337,2,1,1355,1355.1,london
-0.1312995,51.527178,3,1,1355,1355.1,london
-0.1310688,51.5272598,4,1,1355,1355.1,london
-0.1310125,51.5272781,5,1,1355,1355.1,london
-0.1336786,51.5262477,1,1,1356,1356.1,london
-0.1341507,51.5260908,2,1,1356,1356.1,london
-0.1348534,51.5258639,3,1,1356,1356.1,london
-0.1354516,51.5256486,4,1,1356,1356.1,london
-0.1356661,51.5255702,5,1,1356,1356.1,london
-0.1337913,51.5262694,1,1,1357,1357.1,london
-0.1341775,51.5261326,2,1,1357,1357.1,london
-0.134663,51.525964,3,1,1357,1357.1,london
-0.1352423,51.5257671,4,1,1357,1357.1,london
-0.135532,51.525707,5,1,1357,1357.1,london
-0.1361758,51.5255652,6,1,1357,1357.1,london
-0.1368812,51.5254217,7,1,1357,1357.1,london
-0.1376322,51.5252214,8,1,1357,1357.1,london
-0.1382545,51.5250596,9,1,1357,1357.1,london
-0.1387694,51.5249043,10,1,1357,1357.1,london
-0.1399362,51.5245823,11,1,1357,1357.1,london
-0.140655,51.5243887,12,1,1357,1357.1,london
-0.1409554,51.5242935,13,1,1357,1357.1,london
-0.1337349,51.5262444,1,1,1358,1358.1,london
-0.1342016,51.5260708,2,1,1358,1358.1,london
-0.1348534,51.5258639,3,1,1358,1358.1,london
-0.1352423,51.5257671,4,1,1358,1358.1,london
-0.1356393,51.5256403,5,1,1358,1358.1,london
-0.1361275,51.5255435,6,1,1358,1358.1,london
-0.1368409,51.5253966,7,1,1358,1358.1,london
-0.1378173,51.525133,8,1,1358,1358.1,london
-0.1385307,51.5249327,9,1,1358,1358.1,london
-0.1395875,51.5246457,10,1,1358,1358.1,london
-0.1404727,51.5244054,11,1,1358,1358.1,london
-0.1406604,51.5243553,12,1,1358,1358.1,london
-0.1409394,51.5242635,13,1,1358,1358.1,london
-0.1262328,51.520637,1,1,1359,1359.1,london
-0.1257125,51.5208523,2,1,1359,1359.1,london
-0.1251143,51.521111,3,1,1359,1359.1,london
-0.1243982,51.5214097,4,1,1359,1359.1,london
-0.1242909,51.5214131,1,1,1360,1360.1,london
-0.1246879,51.5212512,2,1,1360,1360.1,london
-0.1254335,51.5209374,3,1,1360,1360.1,london
-0.1258948,51.5207522,4,1,1360,1360.1,london
-0.1261309,51.5206537,5,1,1360,1360.1,london
-0.1259243,51.5227098,1,1,1361,1361.1,london
-0.1269329,51.5223159,2,1,1361,1361.1,london
-0.1276302,51.5220089,3,1,1361,1361.1,london
-0.1277912,51.521862,4,1,1361,1361.1,london
-0.1277268,51.5217418,5,1,1361,1361.1,london
-0.1274693,51.5215349,6,1,1361,1361.1,london
-0.1264903,51.5207171,7,1,1361,1361.1,london
-0.1264662,51.5206403,1,1,1362,1362.1,london
-0.1270509,51.521101,2,1,1362,1362.1,london
-0.1277322,51.5216818,3,1,1362,1362.1,london
-0.1278716,51.5218186,4,1,1362,1362.1,london
-0.1278555,51.5219722,5,1,1362,1362.1,london
-0.1276785,51.522089,6,1,1362,1362.1,london
-0.1260048,51.5227665,7,1,1362,1362.1,london
-0.1301086,51.5179249,1,1,1363,1363.1,london
-0.1304895,51.5183004,2,1,1363,1363.1,london
-0.1309267,51.5187177,3,1,1363,1363.1,london
-0.1312056,51.518983,4,1,1363,1363.1,london
-0.1314175,51.5189013,5,1,1363,1363.1,london
-0.1317528,51.5187577,6,1,1363,1363.1,london
-0.1320344,51.5186576,7,1,1363,1363.1,london
-0.1255623,51.5284521,1,1,1364,1364.1,london
-0.125927,51.5288392,2,1,1364,1364.1,london
-0.1260477,51.5289844,3,1,1364,1364.1,london
-0.1260048,51.5290161,1,1,1365,1365.1,london
-0.1256695,51.5286306,2,1,1365,1365.1,london
-0.1254684,51.528427,3,1,1365,1365.1,london
-0.1252592,51.5282034,1,1,1366,1366.1,london
-0.1244438,51.527269,2,1,1366,1366.1,london
-0.1241262,51.526834,3,1,1366,1366.1,london
-0.1238644,51.5264146,4,1,1366,1366.1,london
-0.1237142,51.5261743,5,1,1366,1366.1,london
-0.1237893,51.526201,1,1,1367,1367.1,london
-0.1242077,51.5268751,2,1,1367,1367.1,london
-0.124433,51.5271755,3,1,1367,1367.1,london
-0.1253021,51.5281367,4,1,1367,1367.1,london
-0.1254134,51.5257087,1,1,1368,1368.1,london
-0.1249105,51.5258155,2,1,1368,1368.1,london
-0.1242721,51.525964,3,1,1368,1368.1,london
-0.123906,51.5260449,4,1,1368,1368.1,london
-0.1238738,51.5260283,1,1,1369,1369.1,london
-0.1242654,51.5259432,2,1,1369,1369.1,london
-0.1246771,51.525853,3,1,1369,1369.1,london
-0.1251143,51.5257571,4,1,1369,1369.1,london
-0.1253825,51.5256978,5,1,1369,1369.1,london
-0.1277563,51.5247675,1,1,1370,1370.1,london
-0.1270509,51.5250679,2,1,1370,1370.1,london
-0.1264045,51.5253332,3,1,1370,1370.1,london
-0.1257929,51.5256036,4,1,1370,1370.1,london
-0.1256937,51.5256436,5,1,1370,1370.1,london
-0.1256347,51.5256219,1,1,1371,1371.1,london
-0.1265761,51.5252264,2,1,1371,1371.1,london
-0.1274157,51.5248676,3,1,1371,1371.1,london
-0.1276141,51.5247909,4,1,1371,1371.1,london
-0.1288775,51.5243052,1,1,1372,1372.1,london
-0.1284376,51.5244955,2,1,1372,1372.1,london
-0.1280621,51.5246507,3,1,1372,1372.1,london
-0.1279843,51.5246473,1,1,1373,1373.1,london
-0.1286575,51.524357,2,1,1373,1373.1,london
-0.1287809,51.5242986,3,1,1373,1373.1,london
-0.1279628,51.5247124,1,1,1374,1374.1,london
-0.1286817,51.52539,2,1,1374,1374.1,london
-0.1291806,51.5258806,3,1,1374,1374.1,london
-0.1298618,51.526468,4,1,1374,1374.1,london
-0.13035,51.5269252,5,1,1374,1374.1,london
-0.1306558,51.5271488,6,1,1374,1374.1,london
-0.1305807,51.5271955,1,1,1375,1375.1,london
-0.1302212,51.5268518,2,1,1375,1375.1,london
-0.1297438,51.5264146,3,1,1375,1375.1,london
-0.1292342,51.5259807,4,1,1375,1375.1,london
-0.1286763,51.52545,5,1,1375,1375.1,london
-0.1283062,51.5251063,6,1,1375,1375.1,london
-0.1279736,51.5247925,7,1,1375,1375.1,london
-0.1277429,51.5283853,1,1,1376,1376.1,london
-0.1276919,51.5282618,2,1,1376,1376.1,london
-0.1274318,51.5279748,3,1,1376,1376.1,london
-0.1270911,51.527576,4,1,1376,1376.1,london
-0.126788,51.5272489,5,1,1376,1376.1,london
-0.1265252,51.5269219,6,1,1376,1376.1,london
-0.1259673,51.5263612,7,1,1376,1376.1,london
-0.1257634,51.5261142,8,1,1376,1376.1,london
-0.1256132,51.5259139,9,1,1376,1376.1,london
-0.1255596,51.5257671,10,1,1376,1376.1,london
-0.1255596,51.5257671,1,1,1377,1377.1,london
-0.1257956,51.5260474,2,1,1377,1377.1,london
-0.1260746,51.5264079,3,1,1377,1377.1,london
-0.1265466,51.5268418,4,1,1377,1377.1,london
-0.1269114,51.5273023,5,1,1377,1377.1,london
-0.1273513,51.5277562,6,1,1377,1377.1,london
-0.1276195,51.5280699,7,1,1377,1377.1,london
-0.1278555,51.5282702,8,1,1377,1377.1,london
-0.1277643,51.524639,1,1,1378,1378.1,london
-0.1267934,51.5237846,2,1,1378,1378.1,london
-0.1262999,51.5233373,3,1,1378,1378.1,london
-0.1259404,51.5229635,4,1,1378,1378.1,london
-0.1259726,51.5229234,1,1,1379,1379.1,london
-0.1267076,51.5235876,2,1,1379,1379.1,london
-0.1273137,51.5241083,3,1,1379,1379.1,london
-0.1278019,51.5245556,4,1,1379,1379.1,london
-0.1327425,51.5224111,1,1,1380,1380.1,london
-0.1333997,51.5221474,2,1,1380,1380.1,london
-0.1341802,51.5218303,3,1,1380,1380.1,london
-0.1347595,51.52162,4,1,1380,1380.1,london
-0.1350197,51.5215082,5,1,1380,1380.1,london
-0.1339307,51.5203383,1,1,1381,1381.1,london
-0.1337591,51.5204267,2,1,1381,1381.1,london
-0.1333889,51.5205903,3,1,1381,1381.1,london
-0.1327854,51.5208406,4,1,1381,1381.1,london
-0.1322678,51.5210693,5,1,1381,1381.1,london
-0.1318359,51.5212512,6,1,1381,1381.1,london
-0.1315543,51.521368,7,1,1381,1381.1,london
-0.1287031,51.5200846,1,1,1382,1382.1,london
-0.1290759,51.5199277,2,1,1382,1382.1,london
-0.1293442,51.5197975,3,1,1382,1382.1,london
-0.116373,51.5207922,1,1,1383,1383.1,london
-0.1155603,51.5209625,2,1,1383,1383.1,london
-0.1148281,51.521136,3,1,1383,1383.1,london
-0.1140609,51.5213263,4,1,1383,1383.1,london
-0.1137793,51.5214181,5,1,1383,1383.1,london
-0.1136345,51.5214748,6,1,1383,1383.1,london
-0.1176202,51.5204484,1,1,1384,1384.1,london
-0.117364,51.520506,2,1,1384,1384.1,london
-0.117057,51.5205853,3,1,1384,1384.1,london
-0.1168343,51.520667,4,1,1384,1384.1,london
-0.1165661,51.5207338,5,1,1384,1384.1,london
-0.1163891,51.5207872,6,1,1384,1384.1,london
-0.1162201,51.5207722,1,1,1385,1385.1,london
-0.1165044,51.5207054,2,1,1385,1385.1,london
-0.1166573,51.520667,3,1,1385,1385.1,london
-0.1168692,51.5205853,4,1,1385,1385.1,london
-0.1169926,51.5205452,5,1,1385,1385.1,london
-0.1170865,51.5205302,6,1,1385,1385.1,london
-0.1174673,51.5204317,7,1,1385,1385.1,london
-0.1202971,51.5194804,1,1,1386,1386.1,london
-0.1198572,51.5197591,2,1,1386,1386.1,london
-0.1196238,51.5199127,3,1,1386,1386.1,london
-0.1193744,51.5199844,4,1,1386,1386.1,london
-0.1187736,51.5201547,5,1,1386,1386.1,london
-0.1179528,51.5203616,6,1,1386,1386.1,london
-0.1178885,51.52038,7,1,1386,1386.1,london
-0.1176926,51.5203733,1,1,1387,1387.1,london
-0.1182452,51.5202298,2,1,1387,1387.1,london
-0.1186797,51.5201063,3,1,1387,1387.1,london
-0.1190418,51.5199978,4,1,1387,1387.1,london
-0.1192939,51.519911,5,1,1387,1387.1,london
-0.1195031,51.5198442,6,1,1387,1387.1,london
-0.1196775,51.5197374,7,1,1387,1387.1,london
-0.1199162,51.5196039,8,1,1387,1387.1,london
-0.1199538,51.5195739,9,1,1387,1387.1,london
-0.119082,51.5200111,1,1,1388,1388.1,london
-0.1192591,51.5199594,2,1,1388,1388.1,london
-0.1194522,51.5199344,3,1,1388,1388.1,london
-0.1195595,51.5200028,4,1,1388,1388.1,london
-0.1197097,51.5202031,5,1,1388,1388.1,london
-0.1202407,51.5208373,6,1,1388,1388.1,london
-0.1199162,51.5195588,1,1,1389,1389.1,london
-0.1199001,51.5194454,2,1,1389,1389.1,london
-0.1198518,51.5192918,3,1,1389,1389.1,london
-0.1195675,51.5189346,4,1,1389,1389.1,london
-0.1193959,51.5186943,5,1,1389,1389.1,london
-0.1192296,51.5183772,6,1,1389,1389.1,london
-0.119133,51.5181268,7,1,1389,1389.1,london
